"","x"
"SDCCAG8",0.427850106354352
"AKT3",0.319829266170404
"ZBTB18",0.298445032240361
"ADSS",0.31083705290239
"C1orf101",0.681309766862413
"DESI2",0.368025655353743
"COX20",0.735913103319642
"HNRNPU",0.38115781091231
"RP11-156E8.1",0.553531650729858
"EFCAB2",0.578448371049149
"SMYD3",0.378860183858213
"TFB2M",0.461421620720846
"CNST",0.289025864156408
"RP11-439E19.9",0.455899279525121
"RP11-439E19.7",0.53335451214494
"SCCPDH",0.546553192444081
"RP11-439E19.10",0.536379565534063
"LINC01341",0.558105804684847
"AHCTF1",0.280989509025335
"ZNF670",0.739991560027095
"ZNF669",0.574277058976537
"C1orf229",0.568995100538251
"ZNF124",0.548490326409583
"RP11-488L18.3",0.824969415841921
"RP11-488L18.10",0.585203114172869
"RP11-488L18.4",0.441007970055471
"ZNF496",0.396195903163325
"NLRP3",0.668597717434384
"SH3BP5L",0.343887271321605
"ZNF672",0.308488826092029
"ZNF692",0.198305215296286
"PGBD2",0.411049431256008
"ACP1",0.370606594489208
"SH3YL1",0.318834493714744
"FAM150B",0.579765375663318
"TMEM18",0.696085494903444
"AC116614.1",0.542156671255203
"SNTG2",0.520545261057612
"TPO",0.464735457669153
"PXDN",0.35952396724992
"TSSC1",0.281270865696837
"TRAPPC12",0.525238437029416
"TRAPPC12-AS1",0.561089113857422
"RP11-1293J14.1",0.792461084808088
"ADI1",0.432334344863317
"AC108488.4",0.383191824720999
"RNASEH1",0.273867400756319
"RNASEH1-AS1",0.590994732187936
"RPS7",0.452621836666268
"COLEC11",0.716260065132099
"LINC00487",0.79495022576403
"NRIR",0.773011908422726
"RSAD2",0.384903637922942
"CMPK2",0.467583201428994
"RP11-439M11.1",0.696471309051534
"RNF144A",0.727004873518466
"RNF144A-AS1",0.821402747130172
"ID2",0.763120888616408
"ID2-AS1",0.652080881863104
"KIDINS220",0.295493600863232
"MBOAT2",0.729074618853534
"ASAP2",0.351251110866713
"ITGB1BP1",0.696693199624857
"CPSF3",0.157509673876844
"IAH1",0.475117386841886
"RP11-400L8.2",0.829669133681521
"ADAM17",0.324492768071102
"RP11-214N9.1",0.686915536254549
"YWHAQ",0.414235848916356
"TAF1B",0.546564521107481
"RP11-95D17.1",0.55516831191708
"GRHL1",0.867238740942115
"RP11-254F7.2",0.719664641029986
"KLF11",0.672483385031896
"CYS1",0.359173460777964
"RRM2",0.756792689315106
"HPCAL1",0.528309694453073
"ODC1",0.432760240133446
"RP11-320M2.1",0.534005280780082
"NOL10",0.174176272958359
"RN7SL832P",0.520882059521123
"ATP6V1C2",0.699888273559812
"RP11-791G15.2",0.767246476168631
"PDIA6",0.454327060405071
"PQLC3",0.426765731630964
"ROCK2",0.30639856842053
"E2F6",0.24428284916991
"GREB1",0.630456705220386
"LPIN1",0.228794782537818
"TRIB2",0.642464647409853
"FAM84A",0.934507887785388
"NBAS",0.527431583519791
"DDX1",0.357406741812032
"MYCN",0.58260498471295
"FAM49A",0.702739041286998
"VSNL1",0.678418508217439
"GEN1",0.594732479756806
"SMC6",0.57774350835154
"KCNS3",0.445570964856002
"RP11-111J6.2",0.712441765918297
"RDH14",0.568219655788708
"LINC01376",0.558231556638043
"OSR1",0.569860916133777
"LINC00954",0.697911888862361
"TTC32",0.530890985786197
"WDR35",0.302051185537725
"MATN3",0.630453751476415
"LAPTM4A",0.507838724560235
"SDC1",0.983097350395666
"PUM2",0.227287381720276
"RHOB",0.496713943991563
"RP11-130L8.3",0.860816092570533
"HS1BP3",0.336874483295342
"LDAH",0.45730127983428
"APOB",0.816214604237014
"KLHL29",0.423214325126604
"RP11-557N21.1",0.669367921177096
"ATAD2B",0.349863295040207
"UBXN2A",0.339419055840757
"WDCP",0.414320976351447
"FKBP1B",0.697480493005217
"SF3B6",0.456570151148279
"FAM228B",0.368337289257106
"TP53I3",0.553176299949232
"PFN4",0.642995366937164
"FAM228A",0.727671125866567
"ITSN2",0.249991711213836
"NCOA1",0.380545182706421
"PTRHD1",0.317987991315575
"CENPO",0.738206153426173
"RP11-443B20.1",0.813166780275233
"ADCY3",0.344581526502741
"DNAJC27-AS1",0.414275735710098
"DNAJC27",0.425830946430551
"EFR3B",0.45703791335142
"POMC",0.783250788791776
"DNMT3A",0.343497402740117
"AC012074.2",0.713917234195565
"DTNB",0.751495279548746
"ASXL2",0.373618554868597
"KIF3C",0.389163876388484
"RAB10",0.267060683770663
"GAREM2",0.573926192450451
"HADHB",0.400876412069402
"HADHA",0.373744927610171
"EPT1",0.264526890301675
"ADGRF3",0.791182587419048
"OTOF",0.62825146783308
"KCNK3",0.513202291247931
"SLC35F6",0.205963561392904
"CENPA",0.828975118351224
"MAPRE3",0.347388748422236
"TMEM214",0.235588777773536
"AGBL5",0.570125928089263
"RP11-195B17.1",0.785845984766062
"OST4",0.311712787992686
"EMILIN1",0.404075490970973
"KHK",0.528284706427003
"CGREF1",0.581252366791938
"ABHD1",0.391727715213543
"PREB",0.424700073453051
"ATRAID",0.326904064384584
"SLC5A6",0.221592206079573
"CAD",0.416231271340798
"TRIM54",0.460503903447682
"UCN",0.732657708152587
"MPV17",0.563665605358845
"GTF3C2-AS1",0.755949113482219
"AC074117.10",0.408049742680079
"GTF3C2",0.2279566464644
"EIF2B4",0.183551900210993
"SNX17",0.349486849613828
"ZNF513",0.235706387051547
"FTH1P3",0.791296690645232
"PPM1G",0.131537715011757
"NRBP1",0.168131292303942
"KRTCAP3",0.767491112097908
"IFT172",0.441428731762623
"FNDC4",0.543289606425205
"GCKR",0.509383514003505
"C2orf16",0.590426546197829
"ZNF512",0.478349103885802
"GPN1",0.36306531088091
"CCDC121",0.376804612039674
"SUPT7L",0.45120687200585
"SLC4A1AP",0.300955313217042
"MRPL33",0.267371195945982
"BRE",0.440448287676223
"RBKS",0.554675874572993
"AC093690.1",0.794509533428722
"FOSL2",0.291544009968898
"FLJ31356",0.428082684701573
"RP11-373D23.2",0.526818015829981
"RP11-373D23.3",0.247930399322125
"PLB1",0.602793678673131
"AC097724.3",0.395016908495068
"PPP1CB",0.497253810981437
"SPDYA",0.671946779299249
"TRMT61B",0.297836919600938
"WDR43",0.15335674044501
"FAM179A",0.339253901038551
"CLIP4",0.25257143355791
"YPEL5",0.299762294697442
"LBH",0.584709416665086
"AC109642.1",0.679042455704675
"LCLAT1",0.466071000978769
"GALNT14",0.725513625305209
"EHD3",0.522445337075873
"XDH",0.417127736466243
"MEMO1",0.490239285762357
"CTC-336P14.1",0.649918976083992
"DPY30",0.612145844681061
"SPAST",0.178196467444011
"RP11-563N4.1",0.692409596093296
"SLC30A6",0.238757422668463
"DDX50P1",0.756382584928599
"NLRC4",0.62872127430118
"YIPF4",0.29573350064554
"BIRC6",0.490498660270026
"AL133243.1",0.510881974102368
"AL133243.2",0.568434799605771
"TTC27",0.459454421570732
"LTBP1",0.702174997866006
"RASGRP3",0.256678248914974
"AC020594.5",0.81193549169136
"FAM98A",0.270904477878771
"RP11-490M8.1",0.485987233912364
"CRIM1",0.412966317137897
"FEZ2",0.454637977534832
"VIT",0.48055761137654
"RP11-288C18.1",0.427016710656968
"STRN",0.201451312086546
"HEATR5B",0.451274835418778
"GPATCH11",0.377328533927899
"EIF2AK2",0.504625977047879
"CEBPZOS",0.365227135863668
"RP11-423P10.2",0.603165297243052
"CEBPZ",0.146107798918635
"NDUFAF7",0.276559881703844
"PRKD3",0.423557819957549
"QPCT",0.762640747499613
"CDC42EP3",0.578983222066611
"RMDN2",0.505186325798204
"CYP1B1-AS1",0.504683632184998
"CYP1B1",0.349000750849865
"ATL2",0.388575142372836
"RPLP0P6",0.831405219485357
"HNRNPLL",0.66893346249044
"GALM",0.326386889549438
"SRSF7",0.524830561950994
"GEMIN6",0.465542409673339
"ASS1P2",0.924584368844175
"DHX57",0.297089379820971
"MORN2",0.385202126098068
"ARHGEF33",0.611606319052837
"SOS1-IT1",0.55079009680604
"SOS1",0.323544106832675
"RP11-449G16.1",0.657151846988721
"AC007246.3",0.602070894227011
"MAP4K3",0.598086959247149
"TMEM178A",0.269002319548817
"THUMPD2",0.717922599591775
"SLC8A1",0.372422320664482
"PKDCC",0.563355983147309
"EML4",0.417978662726212
"COX7A2L",0.446390712205517
"MTA3",0.606905540199723
"OXER1",0.489152195163363
"HAAO",0.400895665243948
"FTOP1",0.730801432420696
"AC016735.2",0.535578533219672
"AC093609.1",0.715307999846956
"ZFP36L2",0.243187710464166
"LINC01126",0.571252105905729
"AC010883.5",0.554716534582467
"THADA",0.316951851580718
"PLEKHH2",0.354646305685547
"C1GALT1C1L",0.534243971745762
"DYNC2LI1",0.617851237567676
"LRPPRC",0.278746244016168
"PPM1B",0.35619142601202
"SLC3A1",0.584771424781536
"PREPL",0.625719627021683
"CAMKMT",0.550813256768485
"SIX2",0.250037952055397
"SRBD1",0.414624572518298
"PRKCE",0.495610244415739
"EPAS1",0.418376630574116
"ATP6V1E2",0.519211924260682
"RHOQ",0.381695534097831
"RP11-417F21.1",0.622977953187939
"PIGF",0.475551764230556
"CRIPT",0.456884181931069
"RP11-536C12.1",0.599630558918876
"SOCS5",0.365093309827718
"RP11-333I13.1",0.425969801181994
"LINC01118",0.714932475861631
"LINC01119",0.512123369451174
"AC016722.4",0.635779644388634
"TTC7A",0.506120535122323
"MCFD2",0.289602346741559
"CALM2",0.59378478522734
"BCYRN1",0.804569078415266
"AC073283.4",0.912507343224174
"EPCAM",0.989674331070984
"MSH2",0.43168659558412
"AC079250.1",0.899506136486096
"MSH6",0.326339145895761
"FBXO11",0.303771516410628
"AC079807.2",0.620477438464946
"FOXN2",0.480065621829093
"RP11-191L17.1",0.755327047817245
"PPP1R21",0.293317112337653
"STON1",0.473123843671259
"GTF2A1L",0.838765424949056
"CHAC2",0.280479994699027
"ERLEC1",0.330178626839232
"ASB3",0.60080139110684
"GPR75",0.625424319579243
"PSME4",0.175124529846042
"ACYP2",0.339701195884053
"HMGB1P31",0.838515460131156
"RP11-477N3.1",0.738411773733589
"SPTBN1",0.866618585249508
"AC093110.3",0.669051262350362
"EML6",0.31668908895861
"RTN4",0.316231390354409
"AC012358.4",0.627269989176937
"RPS27A",0.44497850401641
"CLHC1",0.749408998639718
"MTIF2",0.255448442900075
"PRORSD1P",0.434261120668673
"AC012358.8",0.615498594673756
"CCDC88A",0.363128016763442
"CFAP36",0.53901420481131
"PPP4R3B",0.363164031473643
"PNPT1",0.361799404774275
"EFEMP1",0.331094467379176
"RP11-481J13.1",0.968092560294098
"CCDC85A",0.70373371852929
"AC007743.1",0.790886457685735
"VRK2",0.380309425126238
"FANCL",0.385088268947441
"EIF3FP3",0.94234181106019
"AC007238.1",0.91270039813159
"PAPOLG",0.400074000611143
"REL",0.529215531237522
"NONOP2",0.715586175040891
"AC010733.5",0.81096198136925
"PEX13",0.399010830932988
"PUS10",0.429832606096003
"KIAA1841",0.25812190486511
"AC016747.3",0.537087566900397
"C2orf74",0.570551831712968
"AHSA2",0.286317957903184
"RP11-493E12.2",0.700848757333193
"USP34",0.182083549761079
"RP11-355B11.2",0.436973389205136
"XPO1",0.466254389376133
"FAM161A",0.606548179964895
"CCT4",0.453733951841166
"COMMD1",0.348748726079464
"B3GNT2",0.374903760952713
"TMEM17",0.464442563012251
"EHBP1",0.549068495603247
"AC009501.4",0.669288910914088
"MDH1",0.182319921393312
"AC016734.2",0.835514531663204
"WDPCP",0.696763719965258
"UGP2",0.499954823662855
"VPS54",0.47641460092404
"AC074289.1",0.525890764141331
"PELI1",0.448424340349128
"AC008074.3",0.601809143996386
"LGALSL",0.425208798024788
"RP11-568N6.1",0.728793070375002
"AFTPH",0.263053650721545
"SERTAD2",0.57607882325828
"SLC1A4",0.554966001738629
"CEP68",0.534695434868195
"RAB1A",0.142169101902194
"AC007318.5",0.786664657747802
"ACTR2",0.18474329051452
"SPRED2",0.553545556961264
"MEIS1",0.497548159620597
"ETAA1",0.472196656316182
"C1D",0.295195799737027
"WDR92",0.28377828117445
"PNO1",0.137346848713443
"RP11-474G23.3",0.69413622809483
"PPP3R1",0.258086815230312
"CNRIP1",0.294091355040561
"PLEK",0.773427444004411
"FBXO48",0.286405316006219
"APLF",0.490502842972458
"ARHGAP25",0.529068154883616
"GKN1",0.708454581718814
"ANTXR1",0.589028037779632
"GFPT1",0.383643581757466
"NFU1",0.426467678260949
"ANXA4",0.503553841188318
"AAK1",0.359422941702389
"GMCL1",0.416955685582525
"SNRNP27",0.492626242308528
"MXD1",0.649129975253673
"ASPRV1",0.564335668551437
"PCBP1",0.451855307169738
"PCBP1-AS1",0.402381024873776
"AC016700.5",0.633408814486131
"C2orf42",0.495183056299496
"TIA1",0.358568272184157
"PCYOX1",0.169849997535247
"SNRPG",0.296090377041701
"FAM136A",0.306141072329962
"TGFA",0.88742118263061
"ADD2",0.617474029665694
"CLEC4F",0.662690755612026
"CD207",0.7106632236952
"VAX2",0.66633005340972
"ATP6V1B1",0.870243904365675
"ANKRD53",0.7069645956093
"TEX261",0.35870823920459
"NAGK",0.33084452027039
"RP11-467P9.1",0.78505514039776
"MCEE",0.292915825210546
"MPHOSPH10",0.249408235131885
"PAIP2B",0.185867692126761
"ZNF638",0.467965258162541
"ZNF638-IT1",0.512723160381395
"DYSF",0.709031627890175
"CYP26B1",0.454120375615924
"EXOC6B",0.523606726832964
"SPR",0.360988655313744
"SFXN5",0.713150640095128
"RP11-44N22.3",0.655499867955221
"RAB11FIP5",0.370544286814042
"SMYD5",0.512660096934774
"PRADC1",0.249262471454838
"CCT7",0.321120743117403
"FBXO41",0.645756566459105
"ALMS1",0.388395724080255
"ALMS1-IT1",0.657570101466693
"ALMS1P1",0.729511402297979
"TPRKB",0.344128806115447
"DUSP11",0.647370613882303
"STAMBP",0.392559757908313
"ACTG2",0.676158003426703
"DGUOK",0.585451182840621
"DGUOK-AS1",0.704536713158478
"AC073046.25",0.855057671164518
"TET3",0.31497854455927
"FNBP1P1",0.633299889956533
"RP11-287D1.4",0.8868943022158
"BOLA3",0.183286882586759
"BOLA3-AS1",0.593100818411417
"MOB1A",0.374127291991018
"MTHFD2",0.432331323195736
"SLC4A5",0.349439741779344
"DCTN1",0.519765540268653
"WDR54",0.409868629252329
"RTKN",0.388385393134328
"INO80B",0.252041537528543
"WBP1",0.187689057323534
"MOGS",0.317985913794532
"MRPL53",0.660075706797721
"CCDC142",0.396406250151516
"TTC31",0.534528675875885
"LBX2",0.634218131265733
"LBX2-AS1",0.467167307847382
"PCGF1",0.290661297223089
"AUP1",0.131040705008093
"HTRA2",0.374260846247511
"DOK1",0.381296743831135
"LOXL3",0.397022697842499
"M1AP",0.611596180689507
"SEMA4F",0.483072752497877
"RP11-259N19.1",0.485533108472178
"HK2",0.411642504400685
"LINC01291",0.742689464990844
"POLE4",0.419320160996535
"RP11-355F16.1",0.569719851563579
"TACR1",0.643086050159889
"EVA1A",0.661090467580176
"MRPL19",0.442002271912405
"RP11-342K6.1",0.53458531504479
"RP11-342K6.2",0.706113763424146
"RP11-342K6.3",0.80308740331794
"GCFC2",0.46743210218946
"RP11-342K6.4",0.549568367457836
"REG1B",0.752073939607976
"REG1A",0.828207201090757
"REG3A",0.71141805473604
"SUCLG1",0.163636830941071
"TMSB10",0.209294912182857
"AC022210.2",0.864482212625326
"KCMF1",0.0925094528212194
"TCF7L1",0.619531443366512
"AC093162.5",0.924873849809547
"TGOLN2",0.248566936912306
"PEBP1P2",0.641591081120053
"RETSAT",0.356395523221886
"ELMOD3",0.222331978279861
"CAPG",0.477480747335309
"SH2D6",0.3727922215054
"MAT2A",0.580719414942904
"GGCX",0.686880610141093
"VAMP8",0.578352114842524
"VAMP5",0.554763391767537
"RNF181",0.29915840941876
"TMEM150A",0.288448413137966
"USP39",0.205139043378165
"C2orf68",0.474436281977033
"SFTPB",0.836454703382044
"GNLY",0.506548185916686
"ATOH8",0.348360515723138
"ST3GAL5-AS1",0.859612944188334
"RP11-548P2.2",0.749652507909105
"ST3GAL5",0.940191078633883
"POLR1A",0.247715633238483
"PTCD3",0.222202756007113
"IMMT",0.268825505066077
"RP11-301O19.1",0.636802826940013
"MRPL35",0.19288234031951
"REEP1",0.257389579319449
"KDM3A",0.551007707775112
"AC015971.2",0.55651609403988
"CHMP3",0.434883688170476
"RNF103",0.576315008909747
"RMND5A",0.36968418624417
"CD8A",0.751264803946586
"CD8B",0.758937710416358
"ANAPC1P1",0.652705553276917
"PLGLB1",0.559271717824303
"AC125232.1",0.615066277603262
"RP11-1252D15.1",0.682138149008303
"AC083899.3",0.860576295168916
"LINC00152",0.425038514243454
"AC093616.4",0.667799101829639
"RGPD2",0.808910496056027
"KRCC1",0.56261389232974
"FABP1",0.869133327075865
"THNSL2",0.733862814927806
"EIF2AK3",0.522975752567337
"AC062029.1",0.487161402584869
"RPIA",0.376779546255385
"IGKC",0.849701530929078
"IGKJ4",0.795382989200649
"IGKJ2",0.811273596634343
"IGKJ1",0.853045781386028
"IGKV4-1",0.780366660136249
"IGKV1-5",0.812939604516585
"IGKV3-11",0.834971463076642
"IGKV3-15",0.77069264062925
"IGKV3-20",0.722978557375789
"RP4-614C10.2",0.615561755344902
"RP11-575H3.1",0.674780559795913
"AC027612.6",0.609002382301099
"MAL",0.765950584737526
"MRPS5",0.284465997088199
"ZNF514",0.680592607608184
"ZNF2",0.555781813136885
"AC092835.2",0.637917084091487
"PROM2",0.51220960194281
"KCNIP3",0.556642513338738
"FAHD2A",0.1497194676914
"RP11-440D17.3",0.687096386644212
"AC009237.8",0.722749188574459
"LINC00342",0.244454460110439
"ANKRD36C",0.440622919170041
"FAHD2CP",0.316902522811768
"GPAT2",0.692467815784477
"ADRA2B",0.757300243030663
"DUSP2",0.669162547415147
"STARD7",0.413706613037535
"STARD7-AS1",0.576291046572393
"TMEM127",0.367268993289256
"CIAO1",0.466491994698727
"SNRNP200",0.490399940265263
"ITPRIPL1",0.623228247419832
"NCAPH",0.898628497650399
"NEURL3",0.653800673369774
"ARID5A",0.272464290698279
"KANSL3",0.290256377603541
"LMAN2L",0.327686945101165
"CNNM4",0.222877069342182
"RP11-353K11.1",0.454578197526654
"CNNM3",0.511777528182618
"ANKRD23",0.402875957745896
"ANKRD39",0.371926299137766
"SEMA4C",0.348488535543096
"FAHD2B",0.249001798834926
"ANKRD36",0.319449090529995
"ANKRD36B",0.490924864870713
"COX5B",0.168452855733202
"ACTR1B",0.316598346899042
"LINC01125",0.333704086655163
"ZAP70",0.380522538165856
"TMEM131",0.340247587010612
"INPP4A",0.577404207631793
"COA5",0.527270023368247
"UNC50",0.292568469274834
"MGAT4A",0.577269989576508
"KIAA1211L",0.704378588551579
"C2orf15",0.693841881861347
"TSGA10",0.567531874483402
"LIPT1",0.727875143552388
"MITD1",0.446343482981032
"MRPL30",0.288154377887327
"LYG1",0.397406374097744
"EIF5B",0.453527332723407
"TXNDC9",0.31147309278715
"RP11-527J8.1",0.68701985614693
"REV1",0.337511020084844
"AFF3",0.360949413323195
"LONRF2",0.386378872884331
"CHST10",0.752301559737482
"PDCL3",0.395844011414636
"NPAS2",0.269190228958959
"AC016738.4",0.666283992603362
"RPL31",0.370679302066401
"RP11-426K3.1",0.595091322042181
"RP11-299H21.1",0.60045078901405
"TBC1D8",0.309232000770763
"CNOT11",0.337830729143711
"SNORD89",0.996927998993009
"RNF149",0.465611490864847
"RFX8",0.521995753304252
"MAP4K4",0.288822384466723
"IL1R2",0.451981681620194
"IL1R1",0.298843567274151
"IL1RL2",0.562846554732893
"IL1RL1",0.259782880715092
"IL18R1",0.315668481029952
"IL18RAP",0.638409982420744
"AC007278.3",0.740987452058097
"MFSD9",0.519609341859164
"TMEM182",0.177329969925439
"MRPS9",0.254575205542573
"RP11-332H14.1",0.55214605719237
"TGFBRAP1",0.242586617173427
"RP11-332H14.2",0.521284172489667
"C2orf49",0.55602141086257
"FHL2",0.3190954390595
"NCK2",0.318119587398041
"C2orf40",0.557349865824358
"UXS1",0.424438192782925
"EEF1A1P12",0.646237231057337
"AC096669.3",0.550006297288708
"SULT1C2",0.665800160848576
"SULT1C4",0.664909452928884
"GCC2",0.282298157338011
"LIMS1",0.427246276368002
"RANBP2",0.230726427447284
"CCDC138",0.892640049898787
"SH3RF3-AS1",0.489304445921476
"SH3RF3",0.419641954778978
"RP11-537E18.1",0.744584049113892
"SEPT10",0.532832410360029
"SOWAHC",0.603167064790851
"GPAA1P1",0.553331057381692
"LINC01123",0.62829556827001
"MALL",0.61245905840945
"NPHP1",0.2737591364185
"LINC00116",0.205314198383217
"LINC01106",0.636666110475589
"GPAA1P2",0.565978110697054
"BUB1",0.85000593900734
"RPL5P9",0.820970758989095
"BCL2L11",0.719414714207147
"RP11-181E10.3",0.664784980659625
"MIR4435-2HG",0.636421039433667
"ANAPC1",0.420980420657307
"MERTK",0.35539831414853
"TMEM87B",0.484761635426352
"FBLN7",0.427974088263125
"RP11-399B17.1",0.428906442788153
"ZC3H8",0.339716931312852
"ZC3H6",0.383958049833006
"RGPD8",0.725093307190518
"TTL",0.348614177536007
"POLR1B",0.217079947278786
"CHCHD5",0.289849611689413
"AC012442.6",0.788187455006156
"AC012442.5",0.827360568979794
"AC079922.2",0.83771822240235
"AC079922.3",0.471296515410093
"SLC20A1",0.431536038685677
"IL1RN",0.910476131804121
"PSD4",0.567226819305056
"PAX8-AS1",0.835572030815367
"PAX8",0.849690104468951
"CBWD2",0.476517470039443
"PGM5P4",0.731621693776519
"WASH2P",0.424831320260405
"DDX11L2",0.737049044496216
"RP11-395L14.18",0.682968645671746
"RPL23AP7",0.623175375833802
"RABL2A",0.453550187068993
"AC017074.2",0.858259909890914
"SLC35F5",0.456928272573485
"ACTR3",0.370105387322305
"DDX18",0.200034066453141
"AC009404.2",0.477736238614995
"CCDC93",0.581121538704222
"AC009303.2",0.618629466266204
"INSIG2",0.385431512624716
"MARCO",0.771524575929003
"STEAP3",0.52002929716334
"STEAP3-AS1",0.681685222705038
"C2orf76",0.738415125974371
"DBI",0.326580372996648
"TMEM37",0.562724481206272
"AC013275.2",0.568189959999301
"TMEM177",0.393265077713912
"PTPN4",0.133336216008389
"EPB41L5",0.519428019164061
"MTND4P26",0.736718054351675
"MTND5P28",0.756057813633649
"TMEM185B",0.510464695070325
"RALB",0.409164611148932
"INHBB",0.457306832149001
"AC073257.2",0.551716716196447
"GLI2",0.483989795173944
"TFCP2L1",0.451143777581793
"RP11-204L24.2",0.498839062123545
"CLASP1",0.292626617526413
"NIFK-AS1",0.454634437090241
"NIFK",0.168728808168009
"TSN",0.191128554571101
"GYPC",0.285765583085255
"BIN1",0.368558771304551
"CYP27C1",0.595047929038925
"ERCC3",0.395798692705929
"MAP3K2",0.381895955090027
"AC068282.3",0.854451876359906
"PROC",0.881771040121625
"AC010976.2",0.665049614716387
"IWS1",0.216279754006903
"MYO7B",0.789234033645302
"RP11-286H15.1",0.713443330958869
"GPR17",0.816854663186245
"LIMS2",0.540130356833606
"WDR33",0.458861057984129
"POLR2D",0.364957911405704
"AMMECR1L",0.317132235649116
"RP11-395A13.2",0.597674485299038
"SAP130",0.359429510366703
"UGGT1",0.292703652105325
"HS6ST1",0.353521630977636
"CCDC74B",0.658745618264658
"SMPD4",0.608065910102806
"MZT2B",0.235560652402019
"NOC2LP1",0.641490863835045
"CCDC115",0.326919473566449
"IMP4",0.155629860830072
"PTPN18",0.34809542842834
"FAR2P2",0.624017730040357
"ARHGEF4",0.292282614053027
"FAM168B",0.170522567465132
"PLEKHB2",0.337548762603236
"TUBA3D",0.842712005724831
"MZT2A",0.390940696527142
"AC093838.4",0.408116917130529
"CCDC74A",0.534017729215954
"C2orf27A",0.695715415176638
"AC093724.2",0.770888216224025
"NCKAP5",0.580732743778393
"MGAT5",0.540465366982877
"TMEM163",0.764771883174149
"CCNT2-AS1",0.773388249358068
"CCNT2",0.467050657806989
"RAB3GAP1",0.337764734416767
"ZRANB3",0.661064310935787
"R3HDM1",0.421275537142488
"UBXN4",0.238661661834409
"MCM6",0.640787199072504
"DARS-AS1",0.723883166319311
"DARS",0.304885672477577
"CXCR4",0.646116099806241
"HNRNPKP2",0.910356005065908
"HNMT",0.282846125235667
"AC097721.2",0.760396894285827
"SPOPL",0.45884566580726
"ARHGAP15",0.4553584589867
"GTDC1",0.550959357111189
"ZEB2",0.40335611530186
"ACVR2A",0.4600496332178
"ORC4",0.348573833334701
"MBD5",0.484388407485814
"EPC2",0.47626638129465
"KIF5C",0.41163518070377
"MMADHC",0.384805657872897
"RND3",0.542144868875369
"RBM43",0.352562039757988
"NMI",0.701399645770303
"TNFAIP6",0.590526537965869
"RIF1",0.407874781474729
"NEB",0.35480992447262
"ARL5A",0.415912611657647
"STAM2",0.181335030797744
"FMNL2",0.473674768407452
"PRPF40A",0.188475273665073
"ARL6IP6",0.412950826196304
"KCNJ3",0.813900800324415
"NR4A2",0.626226177892851
"GPD2",0.490966309765974
"ERMN",0.855751991240635
"CYTIP",0.664462581552263
"ACVR1C",0.47453998966306
"AC019186.1",0.74038155934128
"ACVR1",0.533179242967148
"RP11-546J1.1",0.547283461390979
"PKP4",0.393363087771285
"AC005042.4",0.54239869640059
"TANC1",0.448259508241944
"WDSUB1",0.696073552343292
"AC009506.1",0.294336912969067
"BAZ2B",0.574196494443321
"AC009961.3",0.920618926626003
"MARCH7",0.335581022248139
"CD302",0.24972319318644
"LY75",0.501442470527419
"PLA2R1",0.272861982990413
"ITGB6",0.206150442220172
"RBMS1",0.410095059378924
"TANK",0.344767174818732
"PSMD14",0.278816491770004
"AC009299.5",0.776737087900485
"DPP4",0.584901084594439
"FAP",0.294287779947926
"IFIH1",0.426826851932874
"GCA",0.508857217395567
"FIGN",0.493105283112092
"RP11-452N17.1",0.997967017516861
"GRB14",0.512230669761828
"COBLL1",0.263007622601049
"SLC38A11",0.779561872109366
"SCN3A",0.548190646495258
"CSRNP3",0.451462721480962
"GALNT3",0.708963734261162
"TTC21B",0.297766568993228
"SCN9A",0.573719554344395
"SCN7A",0.764444117159657
"B3GALT1",0.816414700353722
"STK39",0.894538372521875
"CERS6",0.698069840812994
"NOSTRIN",0.693805413384874
"SPC25",0.809079943350081
"DHRS9",0.659830530565063
"BBS5",0.554213224875059
"KLHL41",0.337101532180482
"FASTKD1",0.28725594520616
"PPIG",0.305113191588304
"PHOSPHO2",0.891397424942615
"KLHL23",0.340438368538793
"SSB",0.497106847915299
"METTL5",0.468823254867089
"UBR3",0.275857761575391
"AC092641.2",0.58542128430308
"LINC01124",0.613256693509557
"SP5",0.601731996248563
"EIF2S2P4",0.786535968356297
"AC007405.6",0.842918918979139
"ERICH2",0.865084153151681
"GORASP2",0.321730541784183
"TLK1",0.312830983481529
"METTL8",0.594775696158073
"DCAF17",0.367609337892382
"AC007969.5",0.773519080101786
"CYBRD1",0.325244407064353
"DYNC1I2",0.557674305421669
"HAT1",0.638887622520872
"SLC25A12",0.197763872145017
"METAP1D",0.35161531192132
"ITGA6",0.652188787506769
"AC078883.3",0.764694493946945
"PDK1",0.429270336192241
"AC093818.1",0.720589683001331
"RAPGEF4",0.641340920172748
"AC013461.1",0.505504421600805
"CDCA7",0.510736244712936
"SP3",0.268569224281683
"RP11-394I13.2",0.537163884122925
"OLA1",0.473962979390961
"CIR1",0.369458652864202
"SCRN3",0.140633163029296
"GPR155",0.566856149339526
"AC010894.3",0.329075275241639
"WIPF1",0.260302500453497
"H3F3AP4",0.833504829883544
"CHN1",0.432411194088268
"ATF2",0.528355198424223
"ATP5G3",0.176065205137534
"LNPK",0.534716492296066
"HOXD9",0.731763297601817
"HOXD8",0.724715505467147
"HOXD3",0.619601149383541
"HOXD4",0.653664128522979
"HAGLR",0.644596336260572
"AC016739.2",1.00181309553384
"MTX2",0.22818372571749
"LINC01116",0.459692207574494
"HNRNPA3",0.443827689520459
