"","source_variances"
"IL15",0.397408648970784
"INPP4B",0.419776414842111
"RP11-284M14.1",0.571105701638769
"USP38",0.247702736442439
"GAB1",0.292616736915506
"RP11-364L4.1",0.742210136646338
"RPSAP36",0.577067525958039
"SMARCA5",0.13777962457712
"GUSBP5",0.521834916939407
"GYPE",0.766379031681202
"RP11-673E1.3",0.749518123757953
"RP11-673E1.1",0.741235230962192
"HHIP",0.840343699727834
"HHIP-AS1",0.829819987844093
"ABCE1",0.160471367101706
"ANAPC10",0.57701542584619
"OTUD4",0.256626461697582
"SMAD1",0.381581938579027
"MMAA",0.270171997175487
"ZNF827",0.415411788545937
"LSM6",0.507468494141763
"RP11-6L6.2",0.660384417175035
"SLC10A7",0.380966039420657
"EDNRA",0.385286226523391
"TMEM184C",0.228033870316674
"PRMT9",0.761863799924074
"ARHGAP10",0.431353915872018
"NR3C2",0.448605889869017
"DCLK2",0.309245724042171
"MAB21L2",0.819141997826929
"LRBA",0.254833401399166
"RPS3A",0.43942134646783
"RP11-372K14.2",0.546452857133169
"SH3D19",0.354768666264038
"RP11-731D1.4",0.763877716643245
"FAM160A1",0.348702968960327
"RP11-164P12.5",0.532912413947432
"RP11-164P12.3",0.553808856585122
"GATB",0.345990646583363
"RP11-461L13.3",0.793349678669454
"FBXW7",0.52698172659314
"MIR4453",0.501016518169017
"TMEM154",0.471974634787992
"TIGD4",0.716533003331282
"ARFIP1",0.440106989920466
"RP11-206F17.2",0.785659437177114
"FHDC1",0.717930099693442
"TRIM2",0.48428582578729
"MND1",0.680272319961335
"KIAA0922",0.276498857670598
"TLR2",0.294426004066653
"RNF175",0.552865671138696
"SFRP2",0.335534728419139
"PLRG1",0.57000587723228
"FGB",0.630681651878912
"FGA",0.347285690958464
"FGG",0.354235804457183
"MAP9",0.3582580431263
"GUCY1A3",0.376576981786519
"RP11-588K22.2",0.457127896582211
"GUCY1B3",0.315921001584554
"CTSO",0.242172224297414
"PDGFC",0.451354956383632
"GLRB",0.518621911205164
"GRIA2",0.498884088524344
"RP11-597D13.9",0.773462044594173
"FAM198B",0.417736660064545
"TMEM144",0.50363615064349
"RP11-597D13.7",0.728837787006889
"C4orf46",0.416704060146581
"ETFDH",0.453767429910332
"U3",0.692721513174201
"PPID",0.35801687604712
"FNIP2",0.41476011925346
"RAPGEF2",0.355788977756272
"RP11-563E2.2",0.798097776051924
"NAF1",0.383156823371751
"NPY1R",0.469422914462353
"NPY5R",0.636572939560768
"TMA16",0.337041704596887
"RP11-218F10.3",0.460818884518719
"MARCH1",0.504776899496572
"NACA3P",0.854216747101707
"FAM218A",0.632475156358365
"KLHL2",0.309834023671932
"TMEM192",0.192143144403192
"MSMO1",0.678040214160456
"CPE",0.376914810176846
"HADHAP1",0.693372080593789
"TLL1",0.665576555720826
"DDX60",0.354486408383919
"PALLD",0.397680745386664
"DDX60L",0.41618280467463
"RP11-635L1.2",0.566491317543982
"CBR4",0.42918044790723
"SH3RF1",0.282881531849514
"NEK1",0.361094266507159
"CLCN3",0.239340766140751
"HPF1",0.381545274474599
"PTGES3P3",0.790185612722583
"MFAP3L",0.482108778682767
"AADAT",0.569337190436808
"GALNT7",0.422399272713107
"RP11-10K16.1",0.307116418769593
"HMGB2",0.392685991752582
"SAP30",0.504267737930946
"RP11-798M19.6",0.592099317386551
"SCRG1",0.668490483312128
"HAND2-AS1",0.383018356426606
"HAND2",0.415223042542455
"FBXO8",0.389352139997088
"CEP44",0.344118079035539
"HPGD",0.728694974032067
"GPM6A",0.614023746592984
"WDR17",0.418858209351534
"SPATA4",0.788881251946982
"SPCS3",0.197831128746827
"VEGFC",0.676753057448229
"AGA",0.391926415942552
"RP11-130F10.1",0.863396236512288
"TENM3",0.656647810265156
"DCTD",0.552310894403901
"WWC2-AS2",0.716618385833697
"WWC2",0.410122695003643
"CDKN2AIP",0.537986520177569
"RP11-367N14.2",0.684536715867609
"ING2",0.424112804110005
"RP11-367N14.3",0.583208317459077
"RWDD4",0.303722033400236
"TRAPPC11",0.255974569254578
"STOX2",0.342399809283548
"RP11-739P1.2",0.714909037363575
"RP11-290F5.2",0.620101512513246
"RP11-290F5.1",0.885528154861249
"RP11-326I11.5",0.615999145239443
"IRF2",0.442116319954166
"RP11-326I11.3",0.598579220469147
"RP11-326I11.4",0.625255354102494
"CASP3",0.540135019331621
"PRIMPOL",0.336199390892509
"CENPU",0.605289396624257
"ACSL1",0.535103488099758
"SLC25A4",0.313730834647299
"SNX25",0.518118230434065
"CFAP97",0.278481990353743
"RP11-714G18.1",0.705298468210108
"LRP2BP",0.444735005428821
"ANKRD37",0.566798575967298
"UFSP2",0.171012160291252
"C4orf47",0.625498946919281
"CCDC110",0.258482696977709
"RP11-279O9.4",0.869364207636529
"PDLIM3",0.480431493056203
"RP11-301L8.2",0.590373524158546
"SORBS2",0.758131620070671
"TLR3",0.33290106390803
"FAM149A",0.701919278821726
"RPSAP70",0.627589593063646
"FLJ38576",0.767476980074784
"CYP4V2",0.653664713824104
"KLKB1",0.417190310439212
"FAT1",0.298811388691446
"RP11-756P10.3",0.836003489693579
"RP11-756P10.6",0.847978687159241
"AF146191.4",0.75334118503469
"FRG1",0.213661897491206
"PLEKHG4B",0.714569810758123
"CCDC127",0.523429166925575
"SDHA",0.304264352694899
"PDCD6",0.370250247458199
"CTD-2083E4.5",0.763965279719686
"AHRR",0.899179620169779
"EXOC3-AS1",0.478351989700612
"EXOC3",0.29993978952244
"PP7080",0.645578670949642
"CTD-2228K2.7",0.609590210556784
"SLC9A3",0.671568172595357
"CEP72",0.765584877012179
"TPPP",0.725048817583859
"ZDHHC11B",0.637100147069229
"BRD9P2",0.887863176997154
"ZDHHC11",0.767135169649081
"BRD9",0.338721730485412
"TRIP13",0.74478130560782
"NKD2",0.376349146604591
"SLC12A7",0.273759170622798
"CLPTM1L",0.240448404439946
"LPCAT1",0.266460318726773
"SDHAP3",0.472229384328042
"CTD-2012J19.3",0.791043002408918
"CTD-2012J19.1",0.796202565159152
"RP11-43F13.1",0.619427717566734
"MRPL36",0.315196154031869
"NDUFS6",0.274421451004983
"IRX2",0.594310508256882
"C5orf38",0.612340593150004
"IRX1",0.667148047910531
"ICE1",0.234568998238712
"FLJ33360",0.650137176848297
"MED10",0.298541311873439
"UBE2QL1",0.585475379305271
"LINC01018",0.610482054469719
"NSUN2",0.558483058195846
"SRD5A1",0.446701963039896
"PAPD7",0.388461416602188
"ADCY2",0.704911936100826
"MTRR",0.452384684984875
"FASTKD3",0.484020608444222
"RP11-480D4.6",0.81313212724035
"MIR4458HG",0.916469399477054
"SEMA5A",0.319678548458272
"SNHG18",0.612611290104304
"FAM173B",0.657487351258085
"CCT5",0.12941232365111
"CTD-2256P15.4",0.692090730007189
"CMBL",0.286253120932323
"CTD-2256P15.2",0.680935973978203
"MARCH6",0.182675591824162
"ROPN1L",0.690705709921817
"ANKRD33B",0.540035847044613
"DAP",0.379127151826236
"CTNND2",0.443714672749757
"TRIO",0.212219457881581
"FAM105A",0.3126004619148
"EEF1A1P13",0.666172314206337
"CTD-2165H16.4",0.481523539090359
"OTULIN",0.388471025902606
"RBBP4P1",0.828029869560569
"ANKH",0.557147394187378
"FBXL7",0.478286490759451
"ZNF622",0.303406822949044
"FAM134B",0.378788595587481
"MYO10",0.33363758942801
"BASP1",0.245707118795403
"FTH1P10",0.908764786900625
"GUSBP1",0.697378111675613
"HSPD1P1",0.754831848259384
"CDH6",0.364249731342256
"DROSHA",0.690957074201021
"C5orf22",0.208403659102705
"CTD-2008E3.1",0.6712601315179
"PDZD2",0.402552539780396
"CTD-2152M20.2",0.590422224538753
"GOLPH3",0.165221682998498
"CTD-2186M15.3",0.536704347322639
"MTMR12",0.542241452053429
"ZFR",0.228663320391797
"SUB1",0.277794187634117
"NPR3",0.461250527424393
"RP11-36C20.1",0.681457604097388
"CTD-2203K17.1",0.804893273925063
"TARS",0.406195982439007
"ADAMTS12",0.455734087052281
"AMACR",0.377661118050538
"C1QTNF3",0.588055795703914
"RP11-1023L17.1",0.429643149371298
"RAI14",0.317036107619493
"CTD-2517O10.6",0.509643325545306
"BRIX1",0.375561855646722
"RAD1",0.506394802682728
"DNAJC21",0.251124810270806
"SPEF2",0.271019757713141
"IL7R",0.472597737578463
"LMBRD2",0.260837302528165
"SKP2",0.511297557957213
"NADK2-AS1",0.546219980655631
"NADK2",0.367030924403966
"RANBP3L",0.600372455567107
"SLC1A3",0.41776456104176
"CTD-2353F22.2",0.464311941659614
"NIPBL",0.263141070268126
"RPS4XP6",0.818043843158072
"C5orf42",0.417733611150693
"CTD-2124B8.2",0.760202014811944
"NUP155",0.327504345721737
"WDR70",0.392273497508616
"EGFLAM",0.719882601456796
"LIFR-AS1",0.388347250639208
"LIFR",0.247261040648746
"OSMR-AS1",0.649576487908245
"OSMR",0.144391318849982
"RICTOR",0.243656714283759
"FYB",0.287216038242766
"DAB2",0.387137782334989
"PTGER4",0.394493558802192
"TTC33",0.468341145904714
"PRKAA1",0.315395983998418
"RPL37",0.483655652013545
"CARD6",0.288481008114367
"C7",0.474613335578956
"C6",0.481770840504609
"PLCXD3",0.435087431485582
"OXCT1-AS1",0.783255202110849
"OXCT1",0.520117236762376
"C5orf51",0.476099399422405
"FBXO4",0.305361088516796
"GHR",0.490414895976544
"CCDC152",0.586262519806037
"CTD-2325A15.5",0.622495629970779
"SEPP1",0.263025869186338
"CTD-2201E18.5",0.53321806486232
"CTD-2035E11.4",0.729743031392231
"AC025171.1",0.719698034915098
"ANXA2R",0.589757058403389
"CTD-2035E11.5",0.490203169939232
"CTD-2201E18.3",0.798413086994084
"ZNF131",0.639239005855093
"NIM1K",0.746497029082094
"CTD-2636A23.2",0.716440318990344
"HMGCS1",0.532361380471282
"CCL28",0.809655500585042
"TMEM267",0.42800908256831
"EEF1A1P19",0.755706578106801
"C5orf34",0.69852369716936
"PAIP1",0.191865100494735
"NNT",0.31024750792617
"NNT-AS1",0.398328726052948
"RPL29P12",0.934515438848917
"FGF10",0.407090803550707
"RP11-53O19.1",0.724037181235867
"MRPS30",0.236459758486481
"RP11-53O19.3",0.443278485050704
"HCN1",0.817752021956571
"EMB",0.352030715816832
"PARP8",0.271489606444931
"ITGA1",0.414074885255264
"PELO",0.471787365463075
"CTD-2207L17.1",0.717467546154733
"ITGA2",0.330501033171854
"CTD-2366F13.2",0.798300599978998
"MOCS2",0.385037565003145
"CTD-2366F13.1",0.402270271284303
"FST",0.610350475585446
"NDUFS4",0.467931726820424
"CTD-2081C10.7",0.602869197160459
"ARL15",0.425058630570023
"SNX18",0.341743971845388
"ESM1",0.702232546947145
"GZMA",0.519012193601638
"GPX8",0.330122698475779
"DHX29",0.229287594778701
"SKIV2L2",0.250953295781156
"PLPP1",0.502265433531332
"SLC38A9",0.490380038896065
"IL31RA",0.727496389033302
"IL6ST",0.189888191926881
"FLJ31104",0.707899096265152
"RPL26P19",0.754601895607585
"MAP3K1",0.402155732625601
"SETD9",0.55700239186202
"CTD-2310F14.1",0.729341652081115
"MIER3",0.373786258445066
"GPBP1",0.550942222173663
"PLK2",0.714111797973555
"RAB3C",0.54477841150009
"PDE4D",0.517095396263367
"ELOVL7",0.536969169915009
"RP11-231G3.1",0.715941102426016
"ERCC8",0.627931734112558
"NDUFAF2",0.467091418477913
"SMIM15",0.245409797675403
"ZSWIM6",0.577124666410791
"KIF2A",0.338123390864637
"DIMT1",0.268611208214892
"IPO11",0.440231725657245
"LRRC70",0.568437481724929
"RNF180",0.469345456241693
"RGS7BP",0.523905004378786
"SREK1IP1",0.532910448989362
"CWC27",0.431468912674588
"RP11-307L14.1",0.877429198366934
"CENPK",0.624912150157836
"PPWD1",0.516705814274596
"TRAPPC13",0.468493590160151
"TRIM23",0.452062742831574
"CTC-534A2.2",0.489537153139405
"NLN",0.302119451267558
"SGTB",0.4969372932188
"CTD-2033C11.1",0.757690611840296
"ERBIN",0.228107580523469
"SREK1",0.324120616075532
"MAST4",0.402112286514438
"MAST4-AS1",0.786297600689777
"PIK3R1",0.282081223101241
"SLC30A5",0.244693296325167
"CCNB1",0.507506610987563
"CTC-351M12.1",0.530693160894452
"CENPH",0.57576601928175
"MRPS36",0.389323735218807
"CDK7",0.279442609233167
"CCDC125",0.753370770984113
"CHCHD2P2",0.825718088047449
"AK6",0.441267934790524
"TAF9",0.358053914622037
"RAD17",0.418097035323819
"GTF2H2C",0.745271075062696
"RP11-848G14.5",0.704071266333706
"RP11-98J23.2",0.835530093835095
"SERF1B",0.875115557249375
"SMN2",0.771167844788233
"RP11-1319K7.1",0.801534170399884
"RP11-1415C14.4",0.716776521774469
"RP11-1415C14.3",0.664641626812942
"GTF2H2B",0.883801851357754
"SMN1",0.527556486515753
"NAIP",0.874450669956558
"GTF2H2",0.848690435427481
"RP11-195E2.1",0.784966935031214
"RP11-1280N14.3",0.735568474784844
"GUSBP9",0.804863503368534
"BDP1",0.329768429019207
"MCCC2",0.380560042652356
"MAP1B",0.307764581877981
"MRPS27",0.408416972720977
"PTCD2",0.367028993325548
"RP11-389C8.2",0.723512474949283
"ZNF366",0.693023703641574
"TNPO1",0.135094637734846
"CTD-2376I4.2",0.684286800855731
"FCHO2",0.377422940283561
"TMEM171",0.720647692552854
"RP11-79P5.9",0.752211591445256
"BTF3",0.373997149721988
"RP11-79P5.10",0.860483238060165
"ANKRA2",0.27831211085381
"UTP15",0.375318206547888
"ARHGEF28",0.324037674259733
"HEXB",0.329029351538026
"ENC1",0.507245271867806
"GFM2",0.552023940015978
"NSA2",0.552954272133581
"FAM169A",0.516708530277
"GCNT4",0.371721071910627
"LINC01336",0.54554078260802
"HMGCR",0.448122840601703
"CTD-2235C13.1",0.748839330993774
"POLK",0.37261555349873
"COL4A3BP",0.381557947399947
"CTC-366B18.4",0.497789232956348
"ANKDD1B",0.680169948737234
"POC5",0.807657427263156
"AC113404.1",0.823944441063978
"HMGN2P4",0.774274610876118
"IQGAP2",0.239030745177319
"F2R",0.427604577986251
"CRHBP",0.800543896762877
"AGGF1",0.296449298834695
"ZBED3",0.580208081963669
"ZBED3-AS1",0.711764940144795
"PDE8B",0.570296381259005
"RPL7P23",0.839076817003825
"WDR41",0.606884278362664
"ACTBP2",0.841869911145001
"TBCA",0.45925324265464
"AP3B1",0.198886857539427
"SCAMP1-AS1",0.557130147907858
"SCAMP1",0.227844264314694
"LHFPL2",0.398548646697133
"ARSB",0.371625789073472
"BHMT2",0.513100933149717
"BHMT",0.808158995235851
"DMGDH",0.473352717338679
"JMY",0.38328106885172
"CTC-451P13.1",0.761388682385462
"HOMER1",0.478838513294032
"PAPD4",0.350619126338836
"CMYA5",0.678875742868296
"MTX3",0.448493439265664
"THBS4",0.561789422621129
"RP11-168A11.4",0.726683297592589
"CTD-2201I18.1",0.576566852239181
"SERINC5",0.591774141268582
"ZFYVE16",0.406962106712738
"CTD-2015H6.3",0.397066075372123
"FAM151B",0.721527343027771
"DHFR",0.534929280089851
"MSH3",0.424422174802494
"RASGRF2",0.688338559414202
"CKMT2",0.674383759193296
"CTD-2248H3.1",0.793133985171014
"CKMT2-AS1",0.684188934496719
"ZCCHC9",0.622065467252157
"SSBP2",0.53969881525933
"ATG10",0.641173727161301
"RPS23",0.489002112818458
"ATP6AP1L",0.569432277135879
"RP11-343L5.2",0.604935760335939
"XRCC4",0.419333234881043
"TMEM167A",0.222162954179657
"VCAN",0.268683591374515
"EDIL3",0.398177016109467
"RPL5P17",0.757882537024487
"COX7C",0.473830723781917
"CTD-2161E19.1",0.813063336252414
"RASA1",0.297684775704354
"CTC-428H11.2",0.620267148750696
"CCNH",0.365696463209879
"TMEM161B-AS1",0.513517045243136
"TMEM161B",0.42431761639465
"MEF2C",0.329890041841584
"CETN3",0.453287360373612
"POLR3G",0.693638736916923
"MBLAC2",0.441666764501571
"LYSMD3",0.338226246753968
"RP11-213H15.1",0.31355013983463
"ARRDC3-AS1",0.744764333807777
"ARRDC3",0.330279717831195
"NR2F1",0.419654331608151
"NPM1P27",0.57935995992133
"RP11-549J18.1",0.589041768798594
"FAM172A",0.335104710124561
"KIAA0825",0.706567490912209
"SLF1",0.544330251452939
"MCTP1",0.422939843040769
"TTC37",0.357601731787269
"ARSK",0.530327610730888
"GPR150",0.291947699516083
"RFESD",0.573971119587526
"SPATA9",0.547770208689861
"RHOBTB3",0.252210894880079
"HSPD1P11",0.332511472604543
"GLRX",0.286949849089682
"AC008592.3",0.67664695918924
"LINC01554",0.525416687513188
"ELL2",0.193770754353734
"PCSK1",0.480040681838183
"CAST",0.326242361754391
"CTD-2260A17.1",0.687257782869116
"ERAP1",0.412331209457525
"ERAP2",0.807843814246829
"CTD-2260A17.2",0.671299556074851
"LNPEP",0.425467009529283
"RIOK2",0.335734659595147
"RP11-274E7.2",0.696923464216296
"RGMB",0.593993476670441
"RGMB-AS1",0.591523918101374
"CHD1",0.372887270205097
"CTD-2007H13.3",0.799931479800117
"MTND4P35",0.813572261909978
"MTATP6P2",0.866884768120566
"FAM174A",0.333747784512031
"ST8SIA4",0.246552377336142
"PAM",0.345673135975678
"GIN1",0.432988713699903
"PPIP5K2",0.233411669050044
"C5orf30",0.50065998676383
"NUDT12",0.516897560067623
"EFNA5",0.554823155635636
"FBXL17",0.284334026751141
"RP11-120B7.1",0.860331098936571
"LINC01023",0.525118713623177
"FER",0.455277738533134
"CTD-2587M2.1",0.54316971892313
"PJA2",0.21430706728644
"CTC-332L22.1",0.857071772448032
"MAN2A1",0.201413121174358
"SLC25A46",0.271424920914748
"TSLP",0.758539771353632
"WDR36",0.40011504598418
"AC010468.1",0.759425265090316
"STARD4-AS1",0.390083630172826
"STARD4",0.456800508116875
"NREP",0.346557523328184
"EPB41L4A-AS1",0.304687795418955
"EPB41L4A",0.526910662093376
"EPB41L4A-AS2",0.720379811016919
"APC",0.294680435555977
"SRP19",0.329927352655726
"XBP1P1",0.632905854565571
"ZRSR1",0.618271980759277
"CTC-487M23.5",0.68028990627585
"CTC-487M23.6",0.745000783911091
"CTC-487M23.7",0.844400409708042
"REEP5",0.231318026506643
"DCP2",0.345630862711841
"MCC",0.384175693370235
"YTHDC2",0.305509895528364
"RP11-371M22.1",0.683429254014423
"KCNN2",0.536641266571031
"TRIM36",0.621598335410996
"PGGT1B",0.459694320653561
"CCDC112",0.254343310826105
"FEM1C",0.370521002634115
"AC010226.4",0.689195769156332
"TICAM2",0.441313330913037
"TMED7",0.242385577185452
"CDO1",0.500489265585669
"ATG12",0.408211831791686
"AP3S1",0.252388434765016
"LVRN",0.825496178769198
"CTD-2287O16.1",0.775276724840957
"CTD-2287O16.5",0.496967557053341
"COMMD10",0.423492522294359
"SEMA6A-AS1",0.602960498391631
"RPS14P8",0.867148812847489
"SEMA6A",0.561436295229949
"PTMAP2",0.694839045338282
"DTWD2",0.392509593717219
"DMXL1",0.2654831556354
"TNFAIP8",0.422067940152668
"HSD17B4",0.326362429076511
"PRR16",0.594057084342062
"CTD-2334D19.1",0.78829453130767
"SRFBP1",0.405280044244851
"LOX",0.446688486876462
"SNCAIP",0.551639167365741
"SNX2",0.197274935342479
"CTB-36H16.2",0.471123509520657
"SNX24",0.53702671400171
"RN7SL689P",0.850382869911556
"PPIC",0.352946126992728
"PRDM6",0.770370773469481
"KRT8P33",0.703723087799662
"CEP120",0.237172521984988
"CSNK1G3",0.27001298321225
"ZNF608",0.60525013998026
"GRAMD3",0.488908891283495
"RP11-517I3.2",0.514673517332064
"ALDH7A1",0.262686876568712
"PHAX",0.265282412890549
"LMNB1",0.43587107482352
"MARCH3",0.390776488840234
"C5orf63",0.470938610614137
"HNRNPKP1",0.81218640105097
"PRRC1",0.225600120818135
"CCDC192",0.749779469466245
"LINC01184",0.419008194504262
"SLC12A2",0.381913711145993
"ISOC1",0.345353489819957
"CHSY3",0.458928383547813
"LYRM7",0.358625250651571
"HINT1",0.557567967978535
"CDC42SE2",0.294003301661103
"RAPGEF6",0.410001862517654
"FNIP1",0.431447845794652
"ACSL6",0.688565617766855
"AC063976.7",0.581227541089439
"PDLIM4",0.364277923325449
"SLC22A4",0.619671006156874
"P4HA2",0.371577431805671
"MIR3936",0.818227923239193
"AC034220.3",0.386675880042836
"SLC22A5",0.371647628787981
"C5orf56",0.419607554277919
"Y_RNA",0.811709010309217
"AC116366.6",0.496524398500481
"IRF1",0.244834137513114
"RAD50",0.334318061321263
"KIF3A",0.456592755372632
"CCNI2",0.693384029240431
"SEPT8",0.453348035813167
"SHROOM1",0.384798701627196
"GDF9",0.402828555949613
"UQCRQ",0.270533181980848
"LEAP2",0.398706889070245
"AFF4",0.221670322105108
"ZCCHC10",0.491099180029639
"HSPA4",0.244388134710621
"FSTL4",0.815472913864773
"C5orf15",0.321744384632531
"VDAC1",0.210345880355869
"CTB-113I20.2",0.627807113417483
"TCF7",0.759808001194356
"SKP1",0.305190356477068
"PPP2CA",0.206710318453919
"CTD-2410N18.3",0.816359837613349
"CDKL3",0.636853256729809
"UBE2B",0.305885704752255
"RP11-215P8.2",0.716206083969748
"RP11-215P8.3",0.831814226365907
"CDKN2AIPNL",0.236704042727344
"AC005355.2",0.61889136851069
"JADE2",0.271016399770514
"SAR1B",0.229657494389874
"SEC24A",0.189429056444031
"CAMLG",0.306297006567873
"DDX46",0.284650322421444
"C5orf24",0.350539805085824
"TXNDC15",0.379177472217988
"PCBD2",0.469907570830431
"AC006077.3",0.579884847164727
"MTCYBP18",0.904885929235643
"MTND6P4",0.757715394462225
"MTND5P11",0.726459189472987
"MTND4P12",0.784916889054406
"MTND4LP30",0.90321453224565
"CATSPER3",0.517421344885559
"C5orf66",0.448208760405935
"PITX1",0.884738894240246
"H2AFY",0.269040215995079
"CTC-203F4.2",0.665703527719615
"CXCL14",0.540831703578547
"SLC25A48",0.447404345700702
"TGFBI",0.358896535534282
"SMAD5",0.321309978843025
"AC009014.3",0.551914343570066
"SPOCK1",0.350010719394292
"KLHL3",0.456144514736326
"HNRNPA0",0.323954766342552
"NPY6R",0.808584479050331
"MYOT",0.823428138889457
"RP11-381K20.2",0.791786468912524
"FAM13B",0.455755717763631
"NME5",0.524105765902811
"BRD8",0.5513227008051
"KIF20A",0.588012454045579
"CDC23",0.458342726885279
"GFRA3",0.64388076035321
"FAM53C",0.589854121766986
"KDM3B",0.301029168458068
"REEP2",0.395351360763712
"EGR1",0.751673539216609
"ETF1",0.138140245592261
"HSPA9",0.260941514870702
"CTNNA1",0.181276564013227
"LRRTM2",0.588059953353165
"SNHG4",0.413054840993341
"SIL1",0.303289949023693
"MATR3",0.552166797500372
"PAIP2",0.219114233460329
"SLC23A1",0.723496217839988
"MZB1",0.76518813543909
"PROB1",0.505613818293109
"SPATA24",0.791259550860297
"DNAJC18",0.558473275446277
"ECSCR",0.454202162568861
"TMEM173",0.260045577678841
"UBE2D2",0.198234335592255
"CXXC5",0.560503126415781
"PSD2",0.607180214709015
"NRG2",0.54730797938314
"PURA",0.228903510454268
"LINC01024",0.462330714499597
"IGIP",0.161454022551435
"CTB-131B5.5",0.223548758601443
"CYSTM1",0.401762884800502
"PFDN1",0.517377857049918
"HBEGF",0.516139263936158
"SLC4A9",0.751986998042644
"CTC-329D1.2",0.760485556324633
"ANKHD1",0.286205124551576
"EIF4EBP3",0.255326010094564
"SRA1",0.336708738856771
"APBB3",0.257993860336587
"SLC35A4",0.400311567404875
"AC011380.8",0.73375190106081
"CD14",0.324043538739497
"TMCO6",0.377837902237367
"IK",0.368293087302451
"NDUFA2",0.243449512345209
"WDR55",0.203152188574452
"HARS",0.293176906385738
"HARS2",0.472291992915133
"ZMAT2",0.532821880207718
"PCDHB2",0.799801026463202
"PCDHB3",0.90827075438673
"AC005754.8",0.804503303558711
"PCDHB4",0.510583022793548
"PCDHB5",0.641473001996728
"PCDHB6",0.724363596053129
"PCDHB7",0.679573361349865
"PCDHB8",0.812969859260335
"PCDHB16",0.622835769554171
"PCDHB9",0.749946342215578
"PCDHB10",0.596775796148415
"PCDHB11",0.599699861054631
"PCDHB12",0.443231504722243
"PCDHB13",0.476141917074088
"PCDHB14",0.589954753923117
"PCDHB18P",0.689776119471506
"PCDHB15",0.498503543254711
"TAF7",0.414473808306426
"AC005618.6",0.755448709526418
"PCDHGA1",0.648788261297989
"PCDHGA2",0.698882127989643
"PCDHGA3",0.796063585720298
"PCDHGB1",0.757709572622015
"PCDHGA4",0.593828156358725
"PCDHGB2",0.66219972725959
"PCDHGA5",0.632715122583225
"PCDHGB3",0.640497493375672
"PCDHGA6",0.42625069544966
"PCDHGA7",0.474626955248328
"PCDHGB4",0.67013955574424
"PCDHGA8",0.658782445247727
"PCDHGB5",0.415702723282506
"PCDHGA9",0.525043041976086
"PCDHGB6",0.481310239599647
"PCDHGA10",0.534585306117924
"PCDHGB7",0.373868375070052
"PCDHGA11",0.520547308615778
"PCDHGB8P",0.498982768102057
"PCDHGA12",0.468741225159892
"PCDHGB9P",0.483292793873551
"PCDHGC3",0.214788446585334
"PCDHGC4",0.562341331832298
"PCDHGC5",0.513786790473348
"AC008781.7",0.728806247889097
"DIAPH1",0.12400358946617
"HDAC3",0.377955419618839
"RELL2",0.491009837224506
"FCHSD1",0.368779282609732
"ARAP3",0.344595764850121
"AC005753.1",0.763834717459643
"PCDH1",0.162591579352541
"KIAA0141",0.609471882065735
"AC005740.6",0.71812736416921
"RNF14",0.327179871842221
"PCDH12",0.436623213085989
"GNPDA1",0.372396816617569
"NDFIP1",0.188089864450224
"CTC-463A16.1",0.476736670342425
"SPRY4",0.432457368735733
"FGF1",0.671360576280245
"ARHGAP26",0.262181444698132
"RP11-278J6.4",0.689662225538423
"NR3C1",0.286051798633695
"YIPF5",0.185642033319373
"PRELID2",0.573175047972973
"SH3RF2",0.279620010263191
"PLAC8L1",0.67615119279342
"LARS",0.532957288447792
"RBM27",0.297386931995197
"TCERG1",0.217069959699978
"STK32A",0.494820310311273
"DPYSL3",0.364330211798557
"SPINK1",0.465900332472689
"SPINK5",0.752551494383796
"RP11-373N22.3",0.719032617715502
"FBXO38",0.32962713274784
"ADRB2",0.552605937630763
"ABLIM3",0.457545564444988
"AFAP1L1",0.508908181672034
"GRPEL2",0.51421592734278
"PCYOX1L",0.478563377513023
"CARMN",0.653724276852861
"CSNK1A1",0.230673844727399
"ARHGEF37",0.442852237605698
"PPARGC1B",0.51045657040796
"SLC26A2",0.422446527334682
"TIGD6",0.664796182966257
"HMGXB3",0.319142918091889
"RPS20P4",0.73070786419969
"RPL7P1",0.696511304473134
"CSF1R",0.229641209031743
"PDGFRB",0.319318951737526
"CAMK2A",0.821614963979134
"ARSI",0.5533753215081
"TCOF1",0.435838399659344
"CD74",0.290788655981037
"RPS14",0.394995770009486
"NDST1",0.369159721150503
"SYNPO",0.291993969250487
"MYOZ3",0.569374197145474
"RBM22",0.452954589294159
"DCTN4",0.161370743922693
"SMIM3",0.56868827075304
"ZNF300",0.488597038488057
"ZNF300P1",0.730699436459437
"GPX3",0.50274927205426
"TNIP1",0.250636663972824
"ANXA6",0.411749007253112
"GM2A",0.30658684651045
"CCDC69",0.529483772852294
"SLC36A1",0.520822028188705
"CTC-251D13.1",0.729076167970236
"FAT2",0.700569601168468
"CTB-113P19.4",0.632221062351094
"SPARC",0.375623972222611
"CTB-113P19.5",0.692180634962546
"ATOX1",0.410183958906666
"RPLP1P6",0.843580849287572
"G3BP1",0.195947741360297
"RP11-54C4.3",0.79208603694573
"CTB-12O2.1",0.592994364824698
"GRIA1",0.665564571000115
"FAM114A2",0.268919902012692
"MFAP3",0.29267780319274
"GALNT10",0.500741352235223
"SAP30L-AS1",0.64733508172415
"SAP30L",0.506376337580861
"LARP1",0.247972745528733
"CNOT8",0.467005725528992
"FAXDC2",0.247537948287524
"GEMIN5",0.337686763215492
"MRPL22",0.321316252574458
